id,label1,label2,label3,detail,text
1353339622991011841,0,0,0,NON,@nekocandr @mryndm bozuk plak gibi siz 10 sene onceki resimleri burada paylasirsiniz. feto kopeginin akp icindeki hainlerin baslattigi besir atalayin habur resimlerini bozuk plak gibi tekrar edersin
1350532957027651586,0,0,0,NON,@survivorturkiye acun iki kere oynayanı cıkartmam dıyır gucsuz hanzade yi secıyolar birde hava atıyolar kız bıtmıs zâten acun bey biraz adil olun hem ne demek kızlarınıza sahip çıkın heralde cağrı oradaki bayanları onun sanıyor yobaz kafa işte heryerde belli
1354095636765958149,0,0,0,NON,@naniagreste eskiden hep kalbimi kullanıyodum ama kalbim çok mal o yüzden artık dinlemiyoruö
1354452104920915971,0,0,0,NON,@y_dedeeee ya bi siktir git
1354511921702166530,0,0,0,NON,@pusholder insanlar mal bill.patlat bi microsoft 35lik
1354669427644649472,0,0,0,NON,@nedimsener2010 bizdeki dönekler gibi. 😀😀
1357426060170825729,0,0,0,NON,i̇nsan gibi yazıyoruz salak saçma triplere giriyorsunuz mal mısınız
1373209335673786371,0,0,0,NON,@nopebaby aq cocugu bide paylaşmış ahahahah
1356383610698399749,0,0,0,NON,@hasanmuraterkoc @thetemzone @gokhanozoguz beyin yoksunu arkadaşım sana cevap vermeye lüzum yok gün geldiğinde devran döndüğünde umarım siz de dönmezsiniz.
1354503381977600001,0,0,0,NON,berhan şimşek eğer cuma hutbesini anlamamişin ve gittiğin cuma hutbesinde pkk nutukları anlatılsa sonuna kadar dinlerdınttps://www.yenisafak.com/video-galeri/gundem/chpli-berhan-simsekten-cuma-namazi
1354345013371666432,0,0,0,NON,rd hesaplar niye beğeniyor aq!?? aminiza koyduklarim si̇kti̇ri̇ boktan yüzünüzü görmeye tahammülüm yok. ayrica rp de rd atanlara da ayni şey geçerli̇... si̇zi̇n o si̇kti̇ği̇mi̇n yüzünüzü göresi̇mi̇z yok yok!!
1350180741913698307,0,0,0,NON,ne güzel edit ime bakıyordum nerden çıktı bu fragman aq
1354394048413519876,0,0,0,NON,@zafersahin06 bunlar da herşeyin bilincindeler ama aptalı oynuyorlar.  halkımızın büyük bir bölümü  bunlarin bilincinde.
1372501165750022144,0,0,0,NON,@peterdemeyinaq @_____mertcan başlayan demiyor ki aq isminde olan diyor yağmur mesela aq
1353974731582697472,0,0,0,NON,15 tatilde oldugumuz icin sabah 10dan aksam 6ya kadar dershaneye gidicekmşsiz sikerim
1354600234035408901,0,0,0,NON,ben cidden bu kadar gerizekalıyla ugrasamam
1350375373972926466,0,0,0,NON,ülkemizde ılık götlü lümpen bir tayfa var kendisinden olmayan kimseye hiçbir şeyi layık görmüyor ve yapılan hiçbir şeyi beğenmediği gibi bunların hiçbir güzel işe de zerre faydası yok.
1350712259257880578,0,0,0,NON,@bbcturkce her şeyden soğuttunuz be. ülkücülüğü ne hale soktular.
1350661205514448897,0,0,0,NON,@tugseemoloji vay top herif derdim. o ne oyle kulağında küpe burnunda biseyler. erkekleri de iyice kendinize benzettiniz
1350201169759641600,0,0,0,NON,oha aq allen ne kadar yakışıklı böyle https://t.co/ehnwvajul2
1356709174579769345,0,0,0,NON,"aktif eylem yapmaz bu soytarılar sadece konuşur öğrenciye gaz verirler. üni.deyken bölümümüze dışarıdan atama yapılıyor bu konuda ne yapıyorsunuz hocam dedik böl. başkanına. cevap yok. sadece ""örgütlenin gösteri yapın"" dedi (adli vaka yurttan atılma sebebidir bunu biliyorlar)"
1356353221510524930,0,0,0,NON,hiç utanmanız yok mu? @melihbulu
1353829735084785666,0,0,0,NON,bak sik topu ilk olarak ws ocakta çekildi goldenda da sanki seks partisi veriyo tek başına koşuyo oynuyo çekimlerde de gördük kalabalık değildi her sanatçı oyuncu böyle devam ediyo onların da işi gücü var sanane ayrıca lana delikli maske takıyodu dalga geçer gibi aynı şey mi bu
1354188643561332737,0,0,0,NON,@umitozatonline lan çantacı daha düne kadar adamın talimatı ile  takım yönetiyordun işsiz kalmak için her dediğine tamam diyordun ama oda senin gibi seviyesiz bir adama iş vererek en büyük hayatı yaptı
1349289825996840962,0,0,0,NON,@bbosports istediginiz kadar silin tüm taraftrlar sizin ne kadar aciz iş bitiremez bi yonetim olduğunu biliyor ne topcu satabiliyorsunuz ne aliyorsunuz beceriksizler simdi susuyoruz ama bizimde konuşacagimiz zaman gelecek arkandayiz hocam merak etme
1355574201701314561,0,0,0,NON,"@seyhanz36560882 gebersin, ama ya, onun kandırılmış piçleri ne olacak, koskoca tuğgeneral onun giyilmiş iç çamaşırını kokluyormuş, öyle türkiyeme ihanet etmek için çabalıyormuş göreve çıkıyormuş."
1350179667404333058,0,0,0,NON,karakter yoksunusunuz diyeceklerim bu kadar👌
1351115669312561156,0,0,0,NON,@ezgi4f bilmiyorum ki gözümü açıp bakamadım hiç eğlenmeidm şvğağv0wövğwlvğamcğsşvğsşğv vğwöcpwövğöwpvöwpc ama o olabilir gözünü genişletmesi için gibi bi şey dedi sanki öyle duydum götümden uydurmadıysam
1351119302670364677,0,0,0,NON,@nothingman035 @demirtasmst kırmızı yemeseydin mal gibi anadolu takımından farkımızı yoktu 10 kişi defans yaptınız tabiki kilidi açmak kolay olmadı ama her şekilde sokacaktık her sezon olduğu gibi
1354445775804231680,0,0,0,NON,"berken..uzunu istiyordu,bugünde rakipler çok uygundu ama önce ağır tempoda hışman gereksiz yerini verdi rakiplere virajdada 1 numara sakatlanıp önüne gelince resmen durup tekrar koşuya başlayıp inanılmaz bir yarış kazandı.bu yarış attan birşey götürmemiştir umarım çok kumaş isim."
1350219353405468676,0,0,0,NON,@tanrimisali bu diziyi izlemeyenin kendisine saygısı yoktur
1353362725410381825,0,0,0,NON,@utkukrasniqi ebesinin amına kadar yolu var şahsen
1355279214103179264,0,0,0,NON,sen harbi gey misin? homofobik gibi duruyorsun — hayatım boyunca homofobik olmadım. femboy meselesi de taşşak bu arada. siken gay olmaz ;) https://t.co/fwidvahh6x
1372950136574386176,0,0,0,NON,"lan kırmızı kırmızı aq adam hayatının ilk yararlı deparini attı 
kırmızı hoca yaticak yeriniz yok allah cezanızı versin"
1356688113167454208,0,0,0,NON,"sana anlayış yok @ersinduzen, ağzından cikani kulağın duysun, yanındaki çakal ayhan akmanin aklına uyma tarafsız ol"
1354154611431583747,0,0,0,NON,@futbolarena gsliyim ama sorumu bu aq
1350200922429861891,0,0,0,NON,@dahioglan @ilavetv_ botokslu mafyanında çok umrundasınız nerede bu sedat peker bu daha türkiye'de yaşayamıyor ki sana faydası olsun
1353953896167854081,0,0,0,NON,@greywolfiepatri @carlocugumm ben sevmiyoomm ya faşizaanlik resmen lanedd emperyalizm🙄😔
1356575595837145089,0,0,0,NON,"bir yandan kabeye küfür eden gençleri savunan saadet partisi, bir yandan tekbir getirip eylem yapan saadetin agd gençleri. dansözlerin bu partiden öğrenecek çok şeyi var. allahin yolunda dansözlüğe yer yok. https://t.co/k3jmnf6sxx"
1350091198791376903,0,0,0,NON,@cihancivan17 @aagsportscom @l0rd_ragnar1907 aziz yıldırım'ın adı mı var bu haberde de laf ediyorsun!!! ayrımcılar bir bitmediniz!!!
1374822455861252101,0,0,0,NON,@kamislakokain acıklamıslar aneme kullanıo her sn aq
1373758210167951365,0,0,0,NON,@simerazzi i̇thal mama vermeyin aq. basmışlar içine hormonu kışın ortasında sikisiyor hayvanlar. ne düzen kaldı ne nizam.
1355432155833372675,0,0,0,NON,@mesutozil21ov @gaziantepfk sizin gibi şizofrenlik mi yapsın koca kulüp
1374053204573425669,0,0,0,NON,@angell_jk balık yürü ne aq cücük
1373597354666901509,0,0,0,NON,@glorious_fener oha oha çok zekisin aq ben hiç akıl edememiştim
1354702553745920001,0,0,0,NON,@bbosports @talhaarslantv burada maregaya sallayan beyinsizler de gördüm ya pes
1355634880114286595,0,0,0,NON,"sırf tutuklama kararı verebilmek için suçun mahiyetini değiştirdiler. öyle bi nefret ki “cezalandıramama”yı kabullenemediler. kendilerinden olanı korumak için eğip büktükleri hukuku, şimdi de kendilerinden olmayanı cezalandırmak için eğip büktüler. uçsuz bucaksız bi alçaklık bu. https://t.co/zvtnk8p4dn"
1373601133059571714,0,0,0,NON,kulaklık bozuldu diye kulaklık almaya gittim meğer telefonun jakı bozulmuş aq bahtımı skm
1355558804801388544,0,0,0,NON,@arifsevimlii valencia bok gibi oynuyor ama şutları çok iyi thiamın maçtan çıkması laızm
1353060006342451202,0,0,0,NON,@eskisehirspor beter olun :d günyüzü göremeyecek kadar dibe girin
1352692511127592960,0,0,0,NON,@ramazancm1905 @kramponsport vesely nin cska ya koydugu kadar fener sana koydu hala bal diyosun
1350561514370035713,0,0,0,NON,"chp’de skandal bitmiyor!

polis katilini belediyeye işe alıp, şefliğe kadar yükselttiler!

yazacak kelime bulamıyorum!"
1354532207096946689,0,0,0,NON,bu arada göksel ğumüşdag fenerbahçeyle görüşüşüceyiz demiş karakterine sıçayım başlama bi şey demiyorum
1357382407566077956,0,0,0,NON,hayalimdeki okula bakın aq bok gibi lgs yapmasaydım giderdim bizim mna da anca okul tasıncak mı tasınmıycak mı onu tartıssın
1349713384590159873,0,0,0,NON,deli̇ri̇yorum teşekkürler bu hayatta hi̇ç bi̇şi̇yden bu surat kadar zevk almamiştim https://t.co/4owjshof4l
1354480081268301824,0,0,0,NON,@ztakesi çok nankörler 🤧
1352551394327355396,0,0,0,NON,"atilla i̇lahan, kendi şiirini bu kadar kötü okuyamazsın ya"
1353458206790406144,0,0,0,NON,senin gibi bir orospuçocuğu görmedi bin yıllık kadim emanetler..
1355875285997133825,0,0,0,NON,"@ugurca77 hahaha o bizim gibi kekoları opsunde başına koysun..onun hakkı içinde susmuyoruzz😊
#maskezorunluolamaz"
1350866025152184332,0,0,0,NON,transfer yok kulübün haklarını korumak yok ama ceket iliklemek var. artık gidin lütfen defolup gidin!!!!!! #yönetimi̇stifa
1356637175719350272,0,0,0,NON,"yasal bir şekilde eylem yapan ve hakkını arayan insanları yaka paça tutuklayanlar! ya bu ve bunun gibi şeref yoksunu, hastalıklı insanları temizlersiniz yada onları insanların üstüne salarsınız. birazcık karakter gösterin #muhammednurtutuklansın https://t.co/h4xih5hu29"
1352349665539325968,0,0,0,NON,bu kadar kalpsiz olmayın lütfen
1356357239137828865,0,0,0,NON,@eczozgurozel i̇şiniz gücünüz darbe girişiminde bulunmak. ülkeye bela olmaktan başka bir işiniz yok.
1356901610258071558,0,0,0,NON,@deniscmtyp yok lan aq
1349684224673128448,0,0,0,NON,#akmgy kendi varlığından habersiz ruhsuz vizyonsuz bir kağıtsı. senin kıymetini biz bildik ama daha sen ne kıymetini ne kadar değerli olduğunu bilemedin çok yazık patron ve ayakçıları
1356945305653170176,0,0,0,NON,"@lonelinessepoch kimsenin buna hakki yok bebegim, deistim diye dayak bile yedigim oldu ama yine de agzimi acip kimseye ya da hic bir dine en ufak saygizislik yapmadim birak onlar kendi cahilliklerine utansinlar"
1349817793529733126,0,0,0,NON,@drfahrettinkoca torpil her yerde içlerinden aşı yaptırmayı kabul edenler sıram gelince yaptıracağım taahhütü verecek kadar toplumsal adalete örnek olamıyorlar tabi
1348909404641505281,0,0,0,NON,@ilahisenpaii baktım kurçuk soğan parçası olda o kadar ince ve silindir olmaz ayrıca kafasını bile yakınlaştırınca hafif seçebiliyorum aq sepeti
1352939908491571207,0,0,0,NON,"@aliilhan_ @atvturkiye @hercaidizi sevilen bir çifti harcayacak kadar kör, sağır değilsinizdir umarım.."
1355943776049639433,0,0,0,NON,@ilkrmtlu ahaha aptal çocuk.. terimle albayrak gedson'u alnından öpmeli antrenmana çıkardıktan sonra gedson lizbonda işemeli sıçmalı olay çıkarır galatasaraya geri gelmek için. 5 milyon euroya alırız gibi
1353439966387265536,0,0,0,NON,"mal @12numara  altay ve mert gakan beşiktaş maçında gerektiği gibi atılsaydı 8. sıradaydınız. 
hadi vukuda yazsana mal @12numara 

#beşiktaşhakemlerideyeniyor"
1372623393955123213,0,0,0,NON,@edwardcimdurbi aq bu sen misin böyle gacinin neden ppsj olmasskii 😍🤤
1350186609728245766,0,0,0,NON,@betulbegood bok zaten
1354450705524912128,0,0,0,NON,kendini ne sanıyorsun sen ukala şey!
1357088155812380675,0,0,0,NON,@cnnergnc @erdilyasaroglu düştü mü canan hanım ? yoksa bu yalakalığın başka anlamı yok.
1352949237282205698,0,0,0,NON,"yobaz kafasında olsaydım, muhsin kızılkaya gibi ""askerler, hayatlarını vermek için maaş alıyor"" derdim."
1350165797872803840,0,0,0,NON,i̇nadına yürüyorum bu yolu topuklarımdaki kan sikimde değil
1354133320259481605,0,0,0,NON,bir sürü işim olmasına rağmen götünü kaldırmayan ben durduk yere yürüyüşe çıktım evet neden çünkü yapmam gereken şeyler var..
1357413671618625537,0,0,0,NON,sen ne zaman surv izliyosun ki amk?bu adam ni̇ye böyle ci̇ddi̇ soruyorum neden boyle bu https://t.co/eigo34hg3h
1356551314675761153,0,0,0,NON,"#kütahya eskort melek
ödeme  elden aliyorum detaylar için arayınız atm yok kendi evim var muamele süper.
● 0535 851 00 35 🙂😘😗 #kutahyabayan #kutahya #kutahyaescort https://t.co/fgoufinhgo"
1374845160866115587,0,0,0,NON,ısınmayan ayak yapmışlar bu nasıl ayak aq böyle ayak mı olur
1350808763041804289,0,0,0,NON,"@dtennant10th yılmaz güney de hakim öldüren nebahat çevrenin kafasına şişe koyup ateş eden bir manyaktı ama gel görki seviliyor kendisi hala, ibrahim tatlıses leş bir karakter ama ortadoğuda nereye gitsen herkes bilir i̇srailden,kuzey ırağa kadar çok ünlüdür."
1354793009985040391,0,0,0,NON,@aaydin76 @chp_09_09_1923 @profesorfacia @turkiyediyince i̇şte chp neden kaybettiğini özetleyen bir aday 😂👍devam bu kafayla  sadece beyaz diyorsunuz başka bi bok bildiğiniz yok siyahı görmediğiniz sürece böğle yırtınır durursunuz sonuç aynı kalır.
1354804537391869952,0,0,0,NON,bunu gercek hayatta da yapin dedikodusunu yaptiginiz insanlari da hayatinizdan cikarin dedikodu ender durumlar haric vazgecilmesi gereken toksik bi davranistir guzel seylerden bahsedin sadece insanlar hakkinda konusup dusunen eksik zekalidir
1350767546786590722,0,0,0,NON,her yerde kar var atalar’da tık yok ben gönen’e gidiyom anasını satem
1357042505263558660,0,0,0,NON,lan oğlum bi sakin diye foto atıcam güvenilir tek topçu yok amk xjsbxjabdahhsah
1354585684976271362,0,0,0,NON,@crazymastt31 harbi bu gece bunyeye fecy bi yalnizlik coktu amk bir tek bende yokmus
1373330144492929024,0,0,0,NON,garibanın yüzü gülür mü hergun bır kazanın içindeyiz aq
1350190385767833606,0,0,0,NON,selçuk özdağ binlerce insana hakaret edip iftira etti. bir kişi bile şiddete meyletmedi. ama birilerini eleştirmesi bile yetti dayak yemesine. terörist babandir.
1355995204352958465,0,0,0,NON,nihat abiniz bile sizi şampiyon yapamaz kadronuz çok yetersiz 2006 ve 2010 'daki gibi göt olup kalacaksınız
1356531436833173504,0,0,0,NON,@clasicojefe @solyani17659950 @chansughanlix @furkhanx bugün avrupada müslümanlara yapılanların sebebini sormaya hakkın yok. ci̇had mantığını fethetme mantığını geri getirenler islamı şiddet amaçlı bir din gibi gösteriyor.  yolsuzlukların adam kayırmalar için allah veriyor. di̇yen en adi̇ köpekti̇r.
1350227035474579461,0,0,0,NON,et diye yediğiniz şeyler sinir sistemleri olan ve acıyı en az sizin kadar hissedebilen canlılara ait suçluluk psikolojisiyle savunmaya geçmeden önce kendi sağlığınız için bırakın bari bunu yapmayı
1372204523385729032,0,0,0,NON,@gulayazerbayca1 @xsnowflakeq kalbimiz mi kötüydü ? çok şükür iki karakterinde nasıl olduğunu biliyoruz. ayrıca bunu i̇skender gibi bir karakteri destekleyen sen mi söylüyorsun komik çünkü sjsksm elçinin kötü oyuncu olup olmamasına nasıl bağladın aq elçin kendi açıkladı reyting meselesi değil diye
1373362060373938182,0,0,0,NON,@c4tb0yhendery icimden aq
1372951796491157509,0,0,0,NON,"bu boldrin ne topçuymus aq , beleş attığı golden değil de ayağı falan baya düzgün"
1354666826165325826,0,0,0,NON,kızlarda bi acaip. ahlaklı geçiniyorlar güya ama s.kmeli sokmalı tayyip erdoğana hakaret floodlarını favlıyorlar. doktor var aralarında ya. ben kimin zamanında aldım bu diplomayı demiyor küçük orospu seni. yulafınızı barınızı allah kahretsin sizin. nankör domuzlar.
1349242669650882560,0,0,0,NON,@afetko9 orospuluğu bu kadar küçültüp adileştirmeseydiniz.
1353037061587152902,0,0,0,NON,@uuralka2 @metinozkantr evet de atatürk ve cumhuriyet düşmanlarıyla yanyanasiniz..bundan öncede bir fesli tarihçi vardı atatürk'e zerre kadar saygısı olan cenazeme gelmesin demişdi..yine akp li bakanlar ve milletvekilleri ordaydi yine sesiniz çıkmadı..
1354100178815430656,0,0,0,NON,"@sawdece_ramazan anaa ramazan küfür etti 😯😳 
ama hak ediyo o serefsiz"
1353167742686404610,0,0,0,NON,bahisciyim bahisci... öyle karşılık li gol vererek kendi iddaacilar sanalar söylüyorum. onları ben götümle buluyorum... allah şahittir ki göreceksiniz ben yakinda bu piyasadan ayrılacağım. mumla arayacaksınız benim gibi adamları. ama dur soyleyim mum kalmayacak kara borasaya ..
1375049272278843396,0,0,0,NON,@atavratfelipe @hakanc10 @yilmazburak17 bu çocuk harbi komik aq zamanında bahattin midir nedir o adama da metiyeler dizmişti hastalık haline gelmiş önüne gelene fanatik gsli diye güzelleme yapmak :)
1354094684470173697,0,0,0,NON,@n_harleyy senin bu huyunu çok seviyorum normalde herkese laf yetiştirirsin aq sın ama sevdiğin insanlar olunca gidersin susarsın kırılmasın diye çok naifsin aq bayılıyorum benim çok zıttın olsan bile ❤️❤️❤️
1356462610145808384,0,0,0,NON,"@emrekbol haddini bil lan..sen kimsin ki galatasaray kulübünü,fati̇h teri̇mi ve mustafa cengi̇zi̇ agzina alay konusu ediyorsun.bak @emrekbol  tvye çıkıp senin gibi gevezelik yapan 2.bir şahıs yok ülkede haddini bil yaşının adami ol"
1349115501121851397,0,0,0,NON,@canimmbenimm3 bunlar ruh hastalari ya o kadar kiskançsiniz ki bu kadar belli etmeyin bari
1372970244042600461,0,0,0,NON,@ahbegem pü aq ya
1348953647175098369,0,0,0,NON,"bir insanevladı ancak bu kadar şom ağızlı olabilir allah kahretmesin günlerdir asla gitmeyen i̇nternet az önce dersin ortasında gitti, sunum yapmıyordum başka dersti ama olsun ya yine de çok gerildim ayrıca bir insan nasıl bu kadar şanssız olabilir?? ya birazdan da giderse"
1357059044830240779,0,0,0,NON,"@drfahrettinkoca pandeminin de amınakoyim, virüsün de amınakoyim. kongre yapılır sıkıntı yok, mitingler, yürüyüşler yapılır sıkıntı yok, meclis toplantıları yapılır sıkıntı yok, okula gidicem virüs var, bi kafeye gidip 2 çay içicem virüs var. kusura bakmayın maskeyi ayrı virüsü ayrı ayrı sikerim."
1354735549219799041,0,0,0,NON,"artık keşfetimde cercelle alakalı edit,shop,dimes zamanlarındaki kesitler, cemcer videoları görmek benim midemi bulandırıyor. artık tahammül seviyemi aştım. cereni seviyor gibi göstermelerinden aşırı sıkıldım. kız resmen sizi parmağında oynatıyo gerzekler. az beyninizi kullanın"
1354392031985094663,0,0,0,NON,"@kadirreren yaaa bu daha kötü.bir kadına, bana basmaktan bahsedecek kadar beni değersizleştiriyorsun.çok kırıcısın kadir eren(2 r ile)."
1349855385893691397,0,0,0,NON,@belaettiler bunlar ne kadar yüzsüz aq ben kimseye su bile ödetmem
1354399215502454784,0,0,0,NON,bir kızın duygularıyla oynamak bu kadar  basit mi bu kadar mı karaktersizsiniz
1349130792350474241,0,0,0,NON,"türkiye'de tengricilik ne kadar güçlenirse, türklük de o kadar one çıkacaktır https://t.co/asnykyv3kg  #zamlar #akpreddetti #oymoyyok #kudurdular #sözderektör #gidicisiniz"
1350231096844312576,0,0,0,NON,"@yoltv @amarocna mhp’yi siyaset bilimciler incelemeye almalılar... kabadayılık yapan,eleştiriye tamamen kapalı,iktidarın doğrusunu da yanlışını da gözü kapalı destekleyen dünyadaki tek muhalefet partisi olan mhp denen parti görünümlü bu oluşum,herkes için ciddi bir güvenlik sorunu olmuş durumda!"
1356701360293621763,0,0,0,NON,"@eczozgurozel muhalefetini yapacaksan adam gibi yap biraz saygınlığın olur belki. tüm tipitipliğinle boş boş konuşuyorsun yine.kendi söylediğine kendin inan sonra inandırmaya çalış! senin öğrenci dediğin o soytarı,rezil kepazeler vatan haini be. süzme vatan haini."
1355609810071412740,0,0,0,NON,i̇nstagram kuşadası haber sayfası sanki story atmak için gelmiş dünyaya aqqqq yemi̇n edi̇yom yildirdi aq
1351282999296479244,0,0,0,NON,"ulan cumalinin götünün altindaki patlamadi ya ben de daha bisey demiom elal size cukurrr ✌🏼🥰
#çukur"
1374288767507398661,0,0,0,NON,@benutandim2 yönetmesin aq yönetmesin yeter be
1355199457638408194,0,0,0,NON,@sporx defolup gitmeli öküz gibi maçı takip ediyor
1372495717755936768,0,0,0,NON,@euro2020 @millitakimlar sabri 'nin tipe bak aq lgfuuğıvuğjdi
1351142320373198850,0,0,0,NON,ben et yemek hamur işi yemek istiyorum abi otu inekler yesin! kahrolsun zayıf kaslı kızlar yaşasın balık etli tombiş hatunlar..
1374392736401350658,0,0,0,NON,bilgisayarım açılmadan steam açılıyo aq
1350078217978314752,0,0,0,NON,aç karnımızı doyuramıyoz amk ne bu milletin çektiği çile kim lanetledi lan bu toprakları
1356608685338935304,0,0,0,NON,"dünya ülkelerinde istenmeyen birisi olsaydı, 
kendini bogazdan aşağı atardı, olmadı, geçiş  garantili köprünün  boynuzları üstüne  atlardı,
olmadı, en yüksek  kilisenin tepesinden atlardı,
olmadı, harakiri yapardı,
ama bunlarda utanacak yüz  yok.!!"
1354504913389301764,0,0,0,NON,leş gibi nöbet
1354854389954048003,0,0,0,NON,"bir olay karşısında''yemin etmek'' faaliyete, kendinden ve ruhsal şahitlikle spiritüel bir bağlılık mahiyetinde kutsiyet yüklemektir.siz ya maalesef neredeyse bir çok kelimenin asıl manasını yitirecek şekilde kullanıyorsunuz,günümüzde çok fazla olduğu gibi.
yada yalan yuva yapmış"
1357414054944456718,0,0,0,NON,"@goodfather_61 suk gibi bir keresteyi transfer eden adam nasıl konuşabiliyor anlamıyorum, suk denen sığır trabzonspor tarihinin adrian djokaj ile birlikte en kötü transferidir, hangisi daha kötü ayırt etmek çok zor"
1353746297778532354,0,0,0,NON,takımda biri bi maç kötü olsa diğer maç üstüne koyuyor ya da uyum yakalıyor ama valencia her maç sarhoş amk
1353454421036986369,0,0,0,NON,"büyük algılar bunlar sinan, altında kalır ezilirsin. utanmadan hala hakemler diyorsunuz, hakemler daha size napsın ? eyy cincon, hani kara gece mesajı, atmazsın dimi çünkü aynı karanlık malatya'da gündüz yaşandı.. al birini vur ötekine! ama babanız geldi sabredin.."
