id,label1,label2,label3,detail,text
1354203008956067850,0,1,1,IND,@halitesendir2 @ahmettdonmez dayi sen bu kadar saf misin. agzinla itiraf ediyorsun. nasıl bi cemaat ki he direk baglı tsk içinde  haber kanalları var.
1354519692875100169,1,1,1,IND,zeynep sen aptalsın kızım #bizolalım
1374086212957392905,1,1,1,IND,@yalanattim paylasmazsa onun aq
1372625368738324483,1,1,1,PROF,abd’ de çamaşır makinesine giren rakun türkiyede neden haber oluyor aq
1348690121684639745,1,1,1,PROF,bu kadar leş insanlar olmak için gerçekten büyük çaba gerekir diye düşünüyorum ya
1350924336073474051,0,0,0,NON,benden sonra nasıl bu kadar mutlu olabildin be yazıkkklar olsunnn
1353677277729533953,0,1,0,NON,"onların ne mal olduğu ortaya çıkalı çok oldu ahmet bey. gel hakikati eğip bükme hakikati olduğu gibi anlat. konuşursam şöyle olur böyle olur, falan darılır filan zarar görür diye hesap yapma"
1351562488840663041,1,1,1,PROF,bazi insanlar o kadar mal ki
1351524319868956675,1,1,1,PROF,@ilatthemoonwk amkk rahibeler kovaliyodu gece disardaydim sonra bir anda donup bogazindan yakaliyodum olduruyodum ama yine hortlakti kesin 😫
1354167645571080194,1,1,1,PROF,ibrahimovic lukakuya ne dedi acaba cok merak ediyorum amk
1351130331202674689,0,0,0,NON,"ateşiniz en fazla kaca kadar çıktı 

me:39.8"
1354177058079973376,0,1,0,NON,@sevgi53412696 @ilay_aksoy çok çok geride kalmışsınız siz :d o safsata ile uyutulma devrini çoktan geçti bu millet! boşuna bu yoldan ilerlemeyin yani! yemezler artık!!
1374062044803125248,1,1,1,PROF,@catradorainbow herkes kavga ediyo lineda föpvöfovkf beş kişi aramızda çeviriyoruz tagı yönetici bunlar kim aq diyecek az sonra
1351276356936589319,1,1,1,PROF,her defasında birdaha kimseye güvenmeyeceğim diyip deli güvenen aptalım ben
1349803197846736900,1,1,1,PROF,@elvedadostlarim dik memeyi dikte ettiğinin bilincinde olacak kadar düşünebildiğini sanmam
1356116179757228033,0,1,1,PROF,"@yargi_machine34 çocuk kelimesi küfür veya hakaret değildir. ama, ağır bir eleştiri yapmak istedim ki bence aptallar, salaklar mallar amk gibi kelimeler ile kıyaslanamaz. kaldı ki  küfür ediyor ve sonra saygı bekleniyor. kusura bakmayın ama çocuk gibi yorumlar salarsanız bende öyle yazarım. 😉"
1356464060116664321,1,1,1,PROF,"o meclisten ve salonlardan çıkıp gereken muhalefeti yapamayan muhalefet, çocuklarımıza sahip çıkamadığınız için siz de utancınızdan yerin dibine girin emi! 😡"
1356531203151704072,0,1,0,NON,allah kimin ne kotu plani varsa bu ulke icin ayaklarina dolatsin insallah surundursun
1356345070014885889,0,1,1,IND,hiç utanmanız yok mu cidden
1356991518163279877,1,1,1,IND,@mesevma lpg yi sana baglamalari lazimmis kafandakinden de utanacak sifatin yok
1356041042605309953,0,1,1,PROF,"@0042deli_bond naaaglet gitsin en nefret ettigim fırçasız dişler tiksindigim için de gözüme batıyor işte 🤦🏻‍♀️
seni de asenalar kovalasın 😁"
1353806094355877890,0,0,0,NON,"@karagozh @bagcilarbld @lokmancagirici alırsın cevabı bekle sen 😀 

sen depreme dayanıksız evinde otururken hizmetkarların ! son derece lüks yerlerde sana hizmet edecek 😀"
1356339431658188802,1,1,1,PROF,@yellowredwall @burhancanterzii lisansı yok amk adamın yarim saat kaldı https://t.co/bcxgzzn561
1355802446367436802,0,1,1,PROF,"bunların oyunu bitmez
şimdi erdoğan reis sopayı gösterdi fiyatları indiriyoruz şowunu yaptıktan sonra
gramajlarla oynuyorlar 5 kg 4.5 kg   3.800 kg gibi çalmaya devam ediyorlar
boğazınızdan geçmesin
yani fiyatlar yine istedikleri kar oranında https://t.co/hgwpbk37ry"
1356674326263644160,1,1,1,PROF,salak saçma ayrımcılık yapıyorsunuz ya birisi sizi peçete gibi köşeye atıp ağır gelecek şeyler söylediğinde sik gibi kalacaksınız
1350551138962178049,0,1,1,PROF,bu #cnnturkmasası ne tiksindirici ya.seyretmeyi bırak kanal değiştirirken bile tiksintiden midem ağzıma geliyo.
1351738744597045248,0,1,1,IND,@pnarsol52762226 günaydın çok sexsin taş gibisin
1350155861096878083,1,1,1,IND,karpuz kadar kafan var çekirdeği kadar beynin yok
1348985825242066948,0,1,1,IND,"kemal kılıçdaroğlu;
""seçim kişiyi cumhurbaşkanı yapmaz,bu gerçeğin bilinmesi lazım."" demiş...
tabi kendisi kasetle genel başkan olduğu için seçim işleri kendisine ters...
bakalım daha ne kadar saçmalayacak...
🤦‍♂️🤦‍♂️🤦‍♂️
#yalancıkılıçdaroğlu https://t.co/7tnjnalu9l"
1374535957144289283,1,1,1,PROF,@esmavurll lan nerde hata yaptık aq https://t.co/lxvt0wkezq
1374377110089854980,1,1,1,PROF,oğlum nasıl bir havan var be i̇stanbul dondum aq
1356331599420395520,1,1,1,IND,"@gurseltekin34 sizin aşağıya bakmanız için  önce yukarı çıkmanız gerekir, konuştukça baktıyorsunuz, taciz, tecavüz, yalan, hırsızlık, terör sevicilik, vatan hainliği siz bataklığa saplananmışsınız iflah olmazsınız..."
1356358563535454222,0,1,1,IND,hiç utanmanız yok mu @melihbulu ?
1356320292352700416,0,0,0,NON,@sco1905 @exxentr arda sildirdi galiba. adamın dibi. sen yükle youtube'a belgeselini biz oradan izleyelim öyle exxen falan yok. @ardaturan
1373001364624773126,1,1,1,PROF,bu nasıl ölümcül aq😠
1356542254349975552,0,0,0,NON,"@ecymkglu @yzbprice %50’ye cb’lik yapıp kalan herkese her türlü hakarette bulunan, muhalif olan herkese her türlü kötülüğü müstahak gören bir isim nasıl çoğulcu olup da tüm milleti kucaklayabilir? kendi görüşünden olmayanlara saygı duymak diye bir anlayış yok her şeyden önce. kutuplaştıranlar belli."
1352547852472496129,0,0,0,NON,"kütahyalıyım bursada yaşıyorum,üniversite kütahyaya çıktı bugün öğrendim ki askerlik yerim yine kütahya çıktı ,ulan germiyanoğulları bu kadar kütahyada kalmadı nasıl bir memleket bu salmıyor"
1350140993509740544,0,0,0,NON,@kdimontenegro scout ekibi var mıymış paralı ne kadar trolü varsa bası da çıkan galatasaray ın ilgilendiği topçulara yanaşmak.. okul da dersine çalışmayan tembel öğrencinin çalışkan öğrenciden kopya çekmesi gibi
1353388127889461248,0,0,0,NON,sırf 16 yaş küçük diye şu ablak kızı su gibi kadına tercih eden volkan vizyonsuzluğu https://t.co/srtqecjvhf
1354366363394068480,1,1,1,PROF,@birtuhafhekimm lan ben erkek olmamama rağmen kıza düştüm aq
1349257677126463501,0,1,1,PROF,"@emreuslu tepeden tırnağa her şeyleri yalan dolan, ama halk da o kadar cahil ve bunlara inanıyor. ""tamam çalıyor ama çalışıyor"" diyor aptalca, kimin malını çalıyor, neden çalıyor demiyor."
1353754557122301956,0,1,1,IND,galileo'nun kızı rahibeymiş kilise babana o kadar eziyet etsin sen git rahibe ol.  baban galileo olsa nolcak cahil her yerde cahil.
1372631166491181064,1,1,1,PROF,flörtüm olsa 90-00 siyaseti konusurum aq benim kadar kafa açan baska bir karı olabilir mi ya
1356548667994501121,0,0,0,NON,"yazık size yazık. adalet her şeyden önce gelir. dün akşam 170 öğrenci içeri alındı gıkınız çıkmadı ama eşcinsellere kininizi kusmaya bir dakika ara vermiyorsunuz. azınlığın da azınlığı olana vurmak, gözaltılara karşı bir gr laf etmemek çok müslümanca bir tavır helal olsun size"
1354355693571239937,0,0,0,NON,"@furkanargimak @_arena61com @eskisehirspor @trabzonspor arkadaşım sahaya herkes maçı kazanmak için çıkıyor, ligdeki bütün takımlara yenilebilirdi trabzonspor
bütün takımlarıda fenerbahce yenebilirdi buna kimse birşey diyemezki,
ama anlaşarak yenersen veya yenilirsen onun ismi (şike) olur, anlıyorsunuzda anlamamış gibi yapıyorsunuz."
1353637529895972864,1,1,1,IND,@muratozlem2641 kız senin ne güzel fizigin var öyle tam sikilmelik istediğim gibi
1356331074436165635,0,0,0,NON,"@selo_42 @jeandpardaillan acaba, siz çileden çıkmak için neden arıyor olabilir misiniz? herseyden nem kapan bir haliniz var. başka türlü şu boğaziçi eylemlerine müdahil olamazdiniz zaten, bu senaryoyla siyasal i̇slamcılarda sahaya sürülüp, destek alındı. yahu, kullandirtmayin bu kadar kendinizi ..."
1374105401269059587,1,1,1,PROF,@castusjack68 bu saatten sonra o iş zor üni bitti aq
1353037781883351040,0,1,1,PROF,@gufrany1 @gayegunozturk @tttsssssttt @rterdogan @ekrem_imamoglu o kadar yüzsüzsünüzki bi telefon almayı bile sorgular hale getirdiniz insanları . ben bu telefon için 9 ay bekledim telefonum bozuldu ve yerine yeni bi telefon koymak için 9 ay bekledim evde eski bir telefon vardıki onu kullanmak zorunda kaldım. bu iphonu mecburiyetten aldım +
1354203463769591813,0,1,1,OTH,@umut_sar27 bank of bugün alir yarin tahtanın anasını ağlatır.   bank of kadar rezil bir kurum daha bilmiyom ağam.
1373918179592929283,1,1,1,IND,"dolara daha ne olabilir aq, daha ne kadar zam gelir ki diyen sezgin... qeşbişine soxum kardeşim"
1355623884985348097,1,1,1,PROF,@arenakrali siktir olsun gitsin nereye giderse.. boku çıktı bu işin mehmet topuz gibi oldu
1350468334236659715,1,1,1,PROF,@haiercel @naivedeasy @uzaydakisirius sen kimsin amk
1350158055732875265,1,1,1,PROF,@ilytaeggukk çok karmaşık bir durumun içindeyim.. ne yapacağımı bilmiyorum ve beni asıl takması gereken kişi gram siklemiyor
1351277072065376257,1,1,1,PROF,@bence_hakliyim @meteataerol @tanolcaydr @kamalakmustafa o karaktersizde ayrı bir haysiyetsiz ama piçlik yaptığını delilini bulup bütün dünyanın gözüne soksalar kimse birşey diyemez.o zamana kadar o namussuzu bile savunmak durumundalar.selo  sevimli hale getirme bence .
1356991093498339331,1,1,1,PROF,"sizler kadar halk düşmanı, vatan düşmanı, bilim, sanat, özgürlük düşmanı bir ekip daha yok bu ülke tarihinde. siz hepsinden betersiniz. evet, biz sizin evlatlarınız falan değiliz. siz bu ülkenin en karanlık yüzüsünüz. biz, bu ülkenin aydınlık geleceğiyiz."
1375002320266792961,1,1,1,PROF,@ciofather bir durun aq
1355964212485492739,0,0,0,NON,"@bengibaser ama gel gör ki bütün bunlarla sen gibilerin gözünü boyayip, sevgi pıtırcığı gibi tweetler atmana sebep olurken  arka planda pkk ve hdp sempazitanligi ve desteklemesi tepe noktalarda. 
artik parlatmalariniz bi bitsin be abla. biraz da omurgalı olun, insafına sığındığına bi bak."
1353421530114486274,1,1,1,PROF,@ufuk19035 @mertbey_1905 @filaligs1905 yok sizin gibi şerefli diye geçinen gevşekler den 🙂😉
1350600573599539204,1,1,1,IND,"@cancakar96 @yusuftrace @bbosportss ulan embesil, başkasının s...ile gerdeğe girmek sizin için normal olabilir ama biz kendi şampiyonluklarımız ile övünüyoruz. hala laf edebiliyor olman, siz embesil fenerlilerin ne kadar acınası olduğunun kanıtı. şimdi siktirgit önce başarı kazan sonra konuş. aptal sürüsü 🤣"
1350508212957675521,1,1,1,PROF,@tsmedyam ulan siz ne gerizekalı adamsınız. bok herifler
1372912556201934849,1,1,1,PROF,@chryblsmm yeter aq tayma düşürüp durmayın şunu xnxnxndn
1355569478654971909,1,1,1,PROF,@ilelebetgs @korkosaa @futbolarena götlerine diagne *arrağı kaçmış gibi anırıyolardı şimdi suspus oldular sdasdasda
1354402778521677828,0,0,0,NON,"@leventuzumcu o gençler 100 yıllık birikimleri 19 yılda nasıl yağmaladığjnızı kavraya bilselerdi  bugün ülke çok büyük bir ülke türk halkıda dünyanın en zengin halkıydı. fetullah tayfası,kooperatifler komünist düzen işi diyerek,kırsalda kalkınma hamlesine engel olup cumhuriyeti yıkmaya çalıştı"
1351452926829539333,0,0,0,NON,"karaca o nasıl atlayıştır adsddfdfdfdfdfd,karaca akın'dan intikam almaz artık,net✍ama i̇skandar y*sminle evlendirecek çocuğumu🚶🏻‍♀️🚶🏻‍♀️yamaç da affedecek akın'ı https://t.co/fdnvpbrf9n"
1355168298430832647,0,0,0,NON,@ataerkil7 @semamarasli @mdaltinisik nerden biliyorsunuz  bir şey koymadığımı? hastalarımın hayr duası bana yeterli. bu cehaletle milleti  kandırmak asıl film gibi olan. eğitimsiz ve cahil  olmanın  prim yaptığı  bir dönemde yaşıyoruz resmen.
1354558960779538433,0,0,0,NON,@bekirmalikk @suleymanrodop sıkıntı piskopat zamalek başkasını kardeşim adamlar ne sözünde duruyor ne de bi dedikleri bi dediğini tutmuyor
1350167882743820288,1,1,1,IND,bu o*ospu çocuğunun sahibi kimse p*çine sahip çıksın #bingursonmeztutuklansin
1354445724243656707,1,1,1,PROF,@amyarak31 herkes oyuncuya sövüyor ama kesin kulüp orospu çocukluğu peşinde
1345834236729765895,1,1,1,PROF,sikerim diyip kapadım.
1373731180072345603,1,1,1,PROF,@almanligleri shalke 26 maçta 10 puanı nasıl aldın aq
1357407317000658946,0,0,0,NON,üstelik bu öğrencler yine türk mahkemelerinde suçsuz bulundu ve serbest bıraktı. ama devlet bahçeli mahkemesine göre yok edelmesi gereken birir yılan bunlar. düşünün bu zihniyet anayasa yapmaya kalkıyor akp ile birlikte
1354148782745726981,0,0,0,NON,"@poncik_biri kaossuz yaşayamıyosunuz
acı olsun kaos olsun ama sizin etrafınızda dönsün
böyle pireyi deve yapıp ben acılar kadınıyım en çok benim derdimi dinleyin diceksiniz 
allah muhafaz valla ya sadgsdgasg"
1348743124349235205,0,0,0,NON,o kadar sahtesin ki
1350347400477597698,0,0,0,NON,@fanatik_kaspar @vekilince rüyanızda görürsünüz istanbulu'da ankarayi'da. bu halk donuna kadar soyanlari bir daha seçecek kadar densiz değil..bu nasıl soygundur ist ankara kuruş bırakmayacak kadar soyulmuş halk bunları görüyor..ekrem başkan siyasete yön veriyor..mansur başkan ha keza...ülke sevdi baskanlri
1356220067487371265,1,1,1,PROF,selamlar benim günüm bok gibi geçiyor sizin?
1353093175657832448,0,0,0,NON,"eğer atatürkçülük gerçekten iyi birşey olsaydı, 90 yıldır bu ülkeye put'tan başka birşey yapılırdı.
bizlere her fırsatta ""yallah arabistan'a"" diyenler, araplar'ın cahiliye dönemindeki gibi put'tan başka birşey yapmıyorlar.

#atatürkçüdeğilim"
1354713701752958979,0,0,0,NON,@_erkanoz bu toraman kim ya hiç güven vermiyor paranın nereye gittiği anlaşıldı :d
1356728950630854658,0,0,0,NON,"@evrimagaci ama beş dakikadır kan fışkırtmadın, bi düzelme iyileşme var sanki, yanlış anlama bunu hastalık olarak falan gördüğüm yok, bilirsin insanlar beğenmedikleri insan ilişkilerini ve tercihleri bazen hastalık gibi görebiliyor, hasta değilsin bence, git mesela yarasalarla mutailist"
1373708306594856963,1,1,1,PROF,ay batu röplerde ilaydayi yerden yere vuruyo parkurda moment veriyo iki yuzlu sungerbob seytan ne zaman elencek bu aq
1353731796962258952,0,1,0,NON,@solcugazete aleviyim bir gıdım bile utanma yok içimde alevi olduğum için kendimle gurur duyuyorum mezhepçi olmasınlar suriyelinin evine yapılsa ne olur acaba yeter be bıktık anasını satayım ben bu zmna kadar da ne ırkçılık nede mehzep ayrımı yaptım yapanlar utansın ben değil
1373947675448651778,1,1,1,PROF,aq yeter artık şöyle insanlar ölsün gebersin bişey olsun kökleri kurusun ya yeter ya iğreniyorum artık
1356894558634803201,1,1,1,PROF,"@emrahcingoz @yusfhancer onurunuz yok onursuzsunuz, haysiyetiniz yok haysi̇yetsi̇zsi̇ni̇z, şerefiniz yok şerefsi̇zsi̇ni̇z"
1356713755153940481,0,0,0,NON,öğreneceksiniz! i̇stediğiniz gibi at koşturmamayı bu ülkenin neferlerinin buna müsade etmeyeceğini öğreneceksiniz. #asagibakmayacagiz
1374327327325364225,1,1,1,PROF,sizin soyunuzu kurutmak lazım cidden ya zihniyete bakın aq
1357027195923881990,1,1,1,PROF,@atavrattroll @yaseminn_c bak bu tipleri aktif gay abilerimize verecen sabah akşam sikecekler başka yolu yok
1374725473138315268,1,1,1,PROF,@hellevator_mp3 sorunlu muyum ben sindi aq
1350811107557040129,1,1,1,PROF,@beckennn ben severim amk doğu karadenizlilerin topundan iyidir
1352941866635812865,0,1,0,NON,her su verene çiçek açacak kadar basitsiniz.
1349281705123786752,0,0,0,NON,@bigevona @asalepci zerre kadar siyasetten anlamıyorsunuz . eğer bu düşünceniz  chp de  hakim olsaydı i̇stanbul ve ankara bir sürü il hala  akp nin elinde olacaktı
1373181980070797317,1,1,1,PROF,@toyumhala kanka sacmalama gulben ergen cok kaliteli birisi aq lana olsa olsa yildiz tilbe olur
1353459800135376902,1,1,1,IND,@fikirtepe83 halil top olmayan yerde mal.gibi niye kendine gelmeyecek topa bakiyor kalecinin cikip.almasini engellemek icin. malatyadan zorla aldiginiz 3 puana ve birseye benzemez oynunuza odaklanin bence.
1353074831059685379,1,1,1,GRP3,aptal teyzem anneni arıyor neymiş kız kardeşim kızını aramasın. annem ağzının payını verdi. abi cidden o kadar yobaz insanlar var ki etrafımda delirmemek elde değil. i̇yi ki ailem cahil değil ^^
1356490937606811651,0,0,0,NON,@skorermilliyet avucununu yaladı😀😁😂🤣😅 albayrak her zamanki gibi transfer taktiğini uyguladı. irfan a talibin diyerek 2 katına fenerbahçeye kilitledi. i̇rfan ın yarı maliyetine 4 tane taş gibi 4 tane oyuncu aldı. böyle avuç yalamaya can kurban.
1350408292414218241,1,1,1,PROF,"kronik rahatsızlığınız varsa, alerjik durumlarınız varsa (antibiyotik vs) en basit serum için bile bunu doktorlarla hemşireyle paylaşmanız lazım. yani canınız nasıl bu kadar kıymetsiz olabilir anlamıyorum. bi ahmak gibi, bi aptal gibi davranmayı ne zaman bırakacaksınız acaba."
1356415531734204416,0,0,0,NON,"şu chp denen partide sezgin tanrıkulu’ndan başka allahın kulu yok mu, sisteme değilde, demokratik hak aramaya destek verecek?"
1354871668376821766,0,0,0,NON,"@semamarasli pensilvanyalı, verler saklansa sen nerden aldın bu verileri? dedikoducu karılar gibi elinde telefon caz yapıyorsun"
1355469059702349827,1,1,1,GRP3,fıransadaki avrupadaki i̇slam düşmanlarını anladık onlar zaten bizden değildir boğaziçi üniversitesi seçilip müslümanların değerlerine saldıran y.hudi çocukları siz kimsiniz bizden olmadığınız kesin üniversiteleri islam düşmanı gibi gösterme oyunlarınızı bu millet yutmaz
1346887886872997889,1,1,1,PROF,sikerim aşkı para lazım 💸
1354518379181256705,1,1,1,PROF,i̇stedi̇ği̇n kadar havla köpek havla yavuşaaaak anir am bi̇ti̇
1354311595619463169,1,1,1,IND,"bana senle uğraşmayı bıraktırdığın an bitmişti zaten dostluğumuz... çok kabasın...
şimdi bütün kalbimle iğreniyorum senden."
1350554384195858432,1,1,1,IND,@gustavocuyumm vvfenerbahçe si̇ker anani ! fenerbahçe si̇ker anani !
1355663730118451207,1,1,1,PROF,@tucestylee bok gibi hisseden bana mı
1374353248346374146,1,1,1,PROF,sıkılıyorum sıkıldıkça geriliyorum gerildikçe küfür ediyorum ve rahatlıyorum sonra yeniden sıkılıyorum derken böyle bi kısır döngünün içinde kaldım aq
1355201873402351618,1,1,1,PROF,"hayvan gibi yakışıklı olamazsın şerefsiz herif.. sosyal medya hesabını verse like atayım
allahım gene günaha girdim ühüüüü
#şimalyıldızı #emanet #sehyam https://t.co/w0arsp9ilx"
1350164161838395398,1,1,1,PROF,anasını satayım bu düzenin yaaa
1354310548565975040,0,1,1,PROF,"sanat kirli, spor kirli, siyaset kirli, adalet kirli, ticaret kirli velhasıl herşey leş gibi.. hayret! kar utandı yağmıyor.."
1350562212155428864,0,1,0,NON,"öyle değil işte, rahmetli o kadar naifti ki kameralar önünde kendisine ""pe.ze.k"" diyen bir bölge komutanını bile görevden alamadı.. 
28 şubatta halk zaten başörtüsü mücadelesi veriyordu, ne yaptı da arkasında kimseyi bulamadı?"
1354157830257987587,0,1,1,PROF,şerefsiz göbek düşme artık ya sanki ağrısını o çekiyormuş gibi habire düşüyor ya
1355929921227546627,0,0,0,NON,@galatasaraysk teşekkürler başkanım irfan için de elinden geleni yaptın biliyoruz bırak kompleksinde boğulsun yalı çocuğu i love you hozaammm !!
1374522593202511875,1,1,1,PROF,nerden izledim bu gif'ler aq
1350086495634386944,1,1,1,PROF,@saturnumehtaps bu çocuğu sevemiyorum olmuyor tam ısınıcam bir bokluk yapıyor
1354471980347617283,0,0,0,NON,77 numaralı arkadaşı iki gündür görüyorum turp gibi bir an önce kadroya alınıp nazımın kramponlarını taşımaya başlamalı çocuk yoruldu
1357054617520136195,0,1,0,NON,"@diyarafsar montaj yapmak da zor değil, ortaya atılan her yalana inanana, yani senin gibilere de bu soru sorulur ""kendi aklın yok mu?"""
1351273640701140994,0,1,1,IND,@c3mresu ne kadar ayıp
1350193193745264642,1,1,1,PROF,@em1rcn bu kızların ağzına sıçayım
1349937570004815874,1,1,1,PROF,"çok güzelmiş bunların besteleri ve marşı
çok efendiymiş bunlar hepsi küfüre karşı
duyuyor musun ulan g*toğlanı çarşı 
i̇nönü'de s*keceğiz bu sene beşiktaşı."
1354400367056998400,1,1,1,PROF,@yagosabuncuoglu ts maçları bu kadar kalabalık değil mk
1373648152734093316,1,1,1,PROF,@olmekuuzere @bkfcmel zeynep erkeğim demedi aq
1354451516061593606,0,0,0,NON,kurduğunuz cümlelerin sorumluluğunu taşıyabilecek kadar karakter sahibi olun yeter
1354861897443635202,1,1,1,PROF,saka maka rahat rahat yasayan insanlar hayatim bok gibi diyo inanilmaz sinir oluyorum ya
1373941526829617152,1,1,1,PROF,@alldayarmy bir de bizim sınıftakiler her şeyi biliyor valla anlamıyorum aq nasıl yapıyorlar :( depresyona doğru sürüklüyor bu canlı ders beni lflwdmslxmslxms
1353229953580605440,1,1,1,PROF,"şimdi bu a.k.p. si , bahçeliyi kullandığı sümüklü mendil gibi atacak mi? kullan kullan at. yazık lan ne hale geldi bu bahçeli resmen orta mali oldu. millet ittifakına da yanaşamaz , bi bakarsın hdp ile birleşir 😂😂😂 ne gülerim ama."
1353675123669217280,1,1,1,PROF,@adamm_esmerr @erenavd62494123 @taydogan06 @babos_2435 millet açmı.hadi lan oradan.tamam bir bağımsızlık mücadelesi veriliyor.10 doğrunun yanında 5de yanlış yapılıyor ama hiç olmazsa pkknın fetönün bidonun el ele verip yıkmaya çalıştığı bir iktidar var..angut sende onların bir paydaşısın.adam olan aç ölür ama bağımsız kalır dalyarak https://t.co/pnagj4jlbb
1356790587786227716,1,1,1,PROF,@ergelentv herkesi kendiniz gibi salak zannediyorsunuz... video görüntülerinde polisin söylediği apaçık duyuluyor. gözaltındakiler boğaziçi öğrencisi olsa ne olmasa ne... cumhurbaşkanı da olsa aldığı kararlara herkesin itiraz etme hakkı var çünkü herkes en az onun kadar bu ülkenin vatandaşı
1357034937736691714,1,1,1,PROF,bu da yeni moda oldu aq yok böyle top mu oynanır yok böyle maç mı olur şaka mısınız amk ahahahah
1374702732079157255,1,1,1,PROF,canı sıkılan trip atıyor aq..
1354294853040037888,1,1,1,PROF,ben cahilce bilmiyorum amk türkçe konuş
1357056644904067083,1,1,1,PROF,@kursatfelekk @xremusw @pinkmanbjk @aliscored lan bu fenevliler kadar ezik yok lan. nasıl bir çocukluk geçirdiniz lan siz? evlat iyi oyunu bile bok çalıyorsunuz. oğlum adam gibi kapanmadan oynarsınız inşallah ikinci maçta.
